latitude,longitude,acq_date,incendie
36.676992325384276,10.684747624294157,2024-09-03,0
33.87483,9.99321,2018-10-30,1
36.91957676419721,9.613319061781832,2019-06-20,0
36.22266,8.90733,2016-08-05,1
36.21192741253324,9.486629377184805,2025-08-11,0
35.42405603087741,8.645588187404323,2024-06-11,0
36.95081,8.82987,2023-07-25,1
36.729121123153526,8.940834113159003,2019-09-09,0
36.36000600663448,9.191512896804456,2025-09-07,0
35.65283089194154,8.704887416950543,2016-09-12,0
35.77575,9.889,2016-08-26,1
35.51385843946868,9.11818191196612,2024-05-13,0
37.24726,9.76332,2025-09-15,1
31.6498,9.17612,2024-12-19,1
36.8607,9.21109,2018-09-19,1
36.58858,10.31916,2019-05-24,1
36.8990799579883,9.70818786423653,2016-09-10,0
36.77947,9.20211,2017-09-17,1
35.4331618093357,8.899981084561842,2018-07-04,0
37.183267854678434,9.370822456537988,2025-08-03,0
36.884812321682226,10.751422805686174,2019-08-17,0
37.24754470971867,9.893673014644618,2024-07-14,0
37.02331661618558,9.99644996804574,2025-06-06,0
35.48798196692592,8.713071154832447,2016-10-06,0
36.963969677410816,10.930090940958845,2021-10-24,0
33.87487,9.99312,2017-02-04,1
35.338218929688416,8.443339301106143,2016-06-08,0
36.66049265772644,8.574636303739322,2018-10-14,0
37.070130400341924,9.241585061496945,2020-07-26,0
36.160973800310956,9.265573119532572,2020-08-16,0
37.14712985101142,10.109356849308938,2022-07-20,0
34.89833292028106,8.41026894016062,2020-09-05,0
35.879740773941734,9.468957444611581,2022-10-26,0
31.64873,9.16805,2024-07-19,1
36.592225797991986,8.521865596622883,2017-10-22,0
36.21003783081892,9.44046274684314,2018-10-14,0
33.52781,9.68396,2022-08-25,1
36.42113595020727,8.570696555253898,2019-09-21,0
36.71,9.34212,2025-10-13,1
35.77648,9.89203,2021-01-19,1
36.945293543573,9.557591710415869,2019-10-01,0
35.85166,8.59312,2020-01-06,1
36.59873533357406,10.484760613265626,2024-05-23,0
36.95113,9.68113,2018-09-05,1
36.57534,9.62098,2022-06-27,1
31.39902,10.02377,2019-10-11,1
35.148063703968,8.469587200848515,2019-07-03,0
34.9660279590578,9.084023891281443,2016-08-09,0
37.05676,9.15698,2017-08-01,1
36.385983585456955,10.146321141154553,2017-09-16,0
35.63456822753018,8.809158460370334,2017-08-25,0
37.29048,9.68891,2019-09-14,1
34.83479487953859,8.903904925589655,2021-06-14,0
36.516905317253254,10.406298767960822,2018-08-08,0
31.40592,9.85363,2021-10-11,1
36.87358392641274,8.878090395149005,2023-06-06,0
37.1820566584834,10.10000090245786,2018-07-15,0
36.21538801550868,9.482799803771446,2019-08-18,0
36.640702852711236,10.672791054738772,2020-08-04,0
36.293492635402686,9.309241889174043,2024-09-03,0
34.6014,10.5852,2025-01-22,1
36.309574213574074,9.609662424606443,2024-09-12,0
35.487899244730244,8.611368599041429,2021-10-06,0
36.31804205016452,9.232565601450617,2017-08-23,0
36.49044742755149,8.98373974902144,2016-10-12,0
33.92685,10.0842,2020-08-13,1
37.157153303295544,10.079492909592146,2024-06-13,0
36.427249070739464,9.848440326106475,2025-10-20,0
35.468823294707,8.39745224407721,2018-05-13,0
36.533433625714196,10.81693330075139,2021-05-17,0
33.53083,9.68342,2022-09-27,1
36.7914875807154,8.664057233589642,2021-05-17,0
31.4859,9.54157,2018-10-28,1
35.090707190586336,8.511380432430139,2016-08-23,0
35.69466141553948,9.21242330397599,2024-05-27,0
35.900370994536054,9.48094752893111,2018-09-05,0
36.34479488100126,9.767730613186812,2022-08-10,0
36.91408,9.08083,2022-08-17,1
35.03816322915235,8.436481521443769,2016-06-27,0
35.56684234115763,8.549841585947302,2017-10-26,0
36.46094601715829,8.254531984998836,2024-10-03,0
35.71008779189418,9.337371176176205,2024-05-04,0
31.64855,9.17238,2018-10-05,1
31.48664,9.53946,2017-12-13,1
36.72795,9.54494,2021-07-25,1
35.138727164500786,8.739501378393122,2024-08-27,0
36.52411858268432,10.110307836592096,2025-09-24,0
36.434561094271686,9.676456606197366,2016-06-02,0
36.16780833684755,10.191134836256193,2023-06-13,0
31.6512,9.17075,2022-11-07,1
36.80219,8.59353,2017-07-31,1
37.19574949869488,9.98265260375562,2025-07-27,0
36.87354849659536,9.469599735344882,2022-08-18,0
35.233570574057076,8.691273641630087,2022-05-07,0
35.37203748858342,9.097944238212401,2020-07-10,0
36.9371,8.72122,2023-07-24,1
36.91152313870442,8.811556687706704,2022-07-19,0
37.28829645713442,9.77870893414068,2023-10-10,0
35.56753465176352,9.006617194645614,2017-05-06,0
31.40381,9.85665,2018-03-03,1
35.77571,9.8901,2024-05-13,1
35.14243508660906,8.57431822446637,2016-05-02,0
36.04943722757037,9.31294026390054,2020-10-04,0
37.07594,9.74859,2019-09-08,1
35.5978907479356,9.28839904585571,2020-06-19,0
37.11135822858626,9.771293057435587,2019-05-20,0
36.14185822358331,9.626485589915685,2023-05-15,0
35.171978072321345,9.143885956781077,2021-06-07,0
35.539449084937964,8.564373685037694,2016-06-26,0
36.352868526756694,10.1600297305755,2023-10-21,0
36.6705879890296,8.826456346385948,2018-05-21,0
35.24500738589348,8.471873356110944,2019-09-11,0
36.24443307418351,9.965802970474174,2020-07-12,0
31.70254,9.24263,2022-03-15,1
37.093335177104656,9.217219730415529,2020-07-14,0
35.571595914968434,9.348808074424447,2023-05-07,0
36.53178290515766,9.04888091857232,2020-09-19,0
36.35506878738431,9.208150288209291,2018-06-12,0
